name,position_desc
,
python开发,"职责：
1、 设计软件整体结构，并负责开发服务端软件；
2、解决开发过程中的技术难点，优化产品性能；
3、依据需求，迭代产品功能；维护线上产品的可用性；
4、能够依据项目发展与需求，跟进产品架构演化与提升。

技能要求：
1.熟练掌握python编程语言，熟悉numpy,pandas等库；
2.熟悉linux常用命令；扎实的算法、数据结构基础；
3.熟悉计算机网络，熟悉HTTP,TCP/IP等协议原理；
4.熟悉mysql,mongo,redis等常用组件；
5.了解网络爬虫,有机器学习,深度学习相关经验优先；
职能类别：
高级软件工程师
微信分享"
,
python开发,"1、分析项目需求，转化为技术实现方案，并负责前后端代码开发；
2、负责产品开发、集成、部署、维护等工作；
3、负责产品代码以及相关文档的维护工作。

任职要求：
1、计算机或信息技术等相关专业，本科及以上学历，1年以上相关工作经验；
2、具备独立设计和需求梳理的能力，能够独立完成一个功能的设计、开发、运维工作；
3、掌握python web开发，熟悉Django、FastAPI、Celery等常用Python框架；
4、熟悉MySQL、Redis、ElasticSearch 等常用数据库及缓存，有一定的数据库优化能力；
5、了解远程通信，消息队列，海量数据，分布式缓存，Kubernetes，容器化等技术；
6、有知识图谱、智能客服等项目实践经验优先；
7、责任心强，积极主动，具有良好的沟通能力和团队合作能力。
职能类别：
Python开发工程师
关键字：
python软件开发RedisKubernetes
微信分享"
,
python开发,"职位信息
1、负责公司现有产品新功能的开发以及已有功能的优化。
2、参与需求技术分析,并完成相应模块的设计、编码以及相关文档的编写。
3、负责解决开发过程中的关键问题和技术难题。
4、负责系统持续优化，并编写单元测试,查出软件存在的缺陷并保证其质量。
5、协助完成系统运维。

任职要求
1、1年以上Python开发经验；
2、熟练掌握html5, JQuery, bootstrap, react开发。
3、熟悉使用Python标准库和流行第三方库，有flask或Django其中一种开发框架使用经验（Django优先）
4、熟悉Mysql数据库，能熟练使用SQL进行编程。
5、有良好的沟通能力和表达能力。
6、熟悉ERP开发优先
职能类别：
Python开发工程师
关键字：
python软件开发软件工程师开发开发工程师
微信分享"
,
python开发,"1、负责交通行业大数据分析和建模开发工作，理解业务需求，进行数据探查，数据分析，模型试算，和模型结果验证工作；
2、熟练掌握数据分析和建模语言工具，按照规范的要求，编写设计文档；
3、按照设计功能，实现模块的代码编写，单元测试，业务验证，系统上线，后期维护与升级；
4、负责开发过程中出现的技术攻关及系统运行中出现的技术问题。


职能类别：
Python开发工程师
微信分享"
,
python开发,"1. 本科以上学历，至少三年以上Python开发经验；
2. 熟悉Linux操作系统，TCPIP协议、HTTP协议;
3. 根据产品需求，能够独立开发相应的界面和功能模块；
4. 熟悉常用数据结构、算法，有良好编码风格；
5. 对多线程、socket通讯和性能优化有实际的项目经验，有成熟的相关产品优先；
6. 有良好的英语阅读技术文档以及沟通能力
7. 有良好的工作态度，团队合作精神；
8. 责任心强，有一定抗压能力，能积极乐观的面对并解决问题和困难；
9.有MacOS下Objective-C相关开发经验优先；
职能类别：
软件工程师
关键字：
python编程MacOSOC
微信分享"
,
python开发,"岗位职责：
1.参与自动化运维平台开发和建设；
2.参与自动化发布平台CI\CD开发和建设；
3.参与统一监控平台开发和建设；
4.参与运维工具开发和建设；
5.参与cmdb开发和建设。

任职要求：
1.精通Python开发，3年以上Python开发经验，熟悉基于Python代码的性能分析和优化；
2.精通Flask/Django或者其他Python Web开发框架，熟悉MVC架构，熟悉常用设计模式；
3.熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理；
4.熟悉 celery 等队列工具的开发使用；
5.有运维自动化、监控系统、应用发布系统、CMDB配置管理系统等运维开发或者维护经验优先；
6.熟悉开源监控软件Nagios/Zabbix/Cacti/Prometheus一种或以上的部署和应用经验优先；
7.熟悉 Web 前端技能，有vue使用经验者优先；
8. 熟悉多种开源组件有的kafka、redis 、RabbitMq 使用经验优先；
9. 熟悉Linux系统，具备编写shell脚本能力；
10. 熟悉网络基础、TCP/IP、HTTP等协议，熟悉操作系统原理。
职能类别：
Python开发工程师
关键字：
python运维自动化应用发布系统CI/CD
微信分享"
,
python开发,"岗位职责：
负责监测数据整理、建模分析、特征识别、故障诊断技术研发，现场在线监测与故障诊断系统搭建。
任职要求：
1.本科及以上学历，计算机、机械、仪器等相关专业；
2.熟悉Python，Matlab 等基本工具，对ML的基本模型有一定了解；
3.有故障智能诊断相关研究或工作经验的优先；
4.英语可以读写译优秀，听说良好；
5.具有团队协作精神与良好的沟通能力。
薪酬福利：
1、人性化工作时间： 8小时白班、法定假期按国家规定执行；
2、完善的员工薪酬：行业竞争力薪资水平、13薪、项目奖金、绩效奖金、年终奖，每年 2 次加薪机会；
3、齐全的福利保障：提供医疗、养老、工伤、失业、意外保险；住房公积金；年度健康体检；重大疾病资助；
4、丰厚的年终奖金：根据个人绩效及公司经营业绩来确定；
5、全方位休假方案：提供带薪年休假、春节假、婚假、产假、陪护假等假期；
6、完善的培训计划：新员工入职培训、在岗培训、传统文化学习、出国培训等。
7、丰富的业余文化生活：公司建立文体活动时间（如：羽毛球、乒乓球、篮球等）。
8、完善的员工关怀计划：公司成立爱心基金，员工结婚、生子贺金、节日礼金、各种慰问金。
职能类别：
Python开发工程师
关键字：
软件计算机工程师软件开发python开发工程师开发
微信分享"
,
python开发,"岗位要求：
1.全日制本科及以上，计算机相关专业毕业；
2.精通Python语言，3年以上Python开发经验；
2.熟练爬取数据及识别码的验证;
3.精通BI的开发，熟悉supperset优先。
职能类别：
软件工程师
关键字：
python爬虫BIsupperset
微信分享"
,
python开发,"1.负责物联网相关产品的代码移植,测试和支持
2.负责和内部开发人员沟通，解答客户提出的产品相关问题，解决项目中遇到的问题，跟进项目进展并向项目经理汇报。

职位要求：
1. 专科以上学历,毕业于电子/计算机/通信等相关专业
2.熟悉Python优先,有嵌入式相关背景的优先
3. 有物联网相关工作经验的优先
4. 良好的沟通能力，团队合作精神, 积极主动，富有责任心
职能类别：
大数据开发工程师Python开发工程师
关键字：
python大数据开发游戏后台爬虫软件开发软件工程师django开发开发工程师工程师
微信分享"
,
python开发,"主要工作内容：
1.负责游戏运营后台、游戏SDK接口开发
2.参与产品的需求调研和需求分析 
3.业务系统的性能优化
技能要求：
1.熟悉 Git/nginx/Linux 等工具和环境
2.熟悉 Flask/Django/Tornado 等框架中的一个或多个
3.熟悉  mysql/mongodb/postgresql 等数据库的一个或多个
4.熟悉 Redis 缓存的使用
加分项
1. 熟悉 Web前端开发
2. 参与过高并发 大数据 业务系统的开发或维护
3. 从事过游戏/广告业行的开发
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"岗位职责：
1、负责公司手机测试类产品研发的设计、开发与维护
2、参与核心技术难题攻关预研
3、编写易于维护和高质量的代码
4、python开发为主
  岗位要求：
1. 本科及以上学历，计算机网络，通信工程相关专业毕业，3年以上产品开发经验。
2. 具有良好的编码习惯，熟悉python语言。
3. 熟练使用linux, 熟悉常见数据库Mysql/MongoDB/Redis/ES等操作。
4. 熟悉手机测试、ATX、测试工具研发的优先
5. 熟悉安卓、iOS原生开发优先
6. 良好的数据结构算法和逻辑思维能力
7. 善于学习思考，有较强的钻研精神，有良好的合作精神和沟通能力

职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发," 1、根据产品架构分配的专项任务，进行后端代码开发，并编写相关开发文档；
 2、负责产品bug的修复，并对测试人员提出的问题进行支持；
 3、参与系统需求分析与设计的讨论，制定接口规范。
岗位要求：
 1、本科及以上学历，计算机或通信相关专业，良好的英语阅读能力；
 2、有3年及以上python开发经验，扎实的python基础，具有良好的编码风格，了解python多线程、多进程，了解python的高级特性，掌握常用的python开发框架，熟悉ansible；
 3、具有Linux下开发经验，熟悉常用系统命令，有shell等脚本开发经验，熟悉MySQL等主流数据库经验的优先，熟悉使用SVN/Git等代码管理工具；
 4、熟悉openstack neutron、openvswitch、vxlan等开源技术的优先，熟悉NAT、VPN、MPLS VPRN、MPLS VPLS网络知识的优先；
 5、责任心强，有良好的团队合作能力，善于沟通，对新技术敏感，乐于尝试，勇于挑战。
职能类别：
Python开发工程师
关键字：
python软件开发软件工程师
微信分享"
,
python开发,"工作职责: 1、负责大数据平台架构和性能优化； 2、负责数仓建设，负责环境规划、平台构建、技术架构、数据开发等相关模块； 3、负责编制大数据开发规范等； 4、对接各种ERP、SAP财务系统。
 任职资格: 1、本科以上学历，3年以上大数据相关工作经验，具有数据模型和设计架构经验；
 2、熟练使用Linux，shell脚本，熟悉大数据平台的搭建部署、调优、故障诊断、运行维护，必须有Python语言开发经验；
3、熟悉MongoDB,Mysql,SqlServer等；
 4、具有ERP、SAP开发经营者优先；
 5、熟练掌握django，docker，gitlab，nginx，pandas ，redis ，vue，Nodejs等开发技术。
 6、具备较好的逻辑思维能力，较强的抽象概括总结能力、较强的抗压能力，具备团队协作能力，良好地文档编写能力； 加分背景： 1、具有实时数仓建设经验，熟悉流处理开发框架、实时平台监控优化、实时集市数据模型设计经验者优先； 2、具有金融、区块链相关背景者优先； 3、具有人工智能开发经验者优先。
职能类别：
Python开发工程师
关键字：
PythonLinux后端数据开发
微信分享"
,
python开发,"招聘岗位：python开发 1人  ，1-3年经验
1.熟悉Python或者Ruby语言，掌握多进程，多线程编程方法；
2.有前端开发经验者优先；
3.有pyqt5和wxpython开发经验者优先；
4.有网络通信基础和路由器业务基础者优先；
5.具有良好的编程规范和文档书写习惯，良好的沟通和表达能力。
办公地点：南京市雨花台区软件大道50号中兴通讯（地铁花神庙附近）

职能类别：
Python开发工程师
微信分享"
,
python开发,"职位信息
1.负责公司自动化运维平台产品后端的设计、开发；
2.负责新技术的创新研究，并落地应用。
3.负责公司现有数据的可视化处理

任职资格：
1.专科及以上学历，计算机相关专业；2年以上经验；
2.熟悉Python语言，熟悉django或者web.Py框架；
3.熟悉redis, RabbitMQ等中间件的使用；
4.熟悉MySQL/PostgreSQL数据库；
5.熟悉Linux操作系统、掌握Linux操作系统的配置，管理及优化，能够独立排查及解决操作系统层的各类问题；
6.对物联网,大数据领域有强烈兴趣，积极好学，责任感强，抗压能力好
职能类别：
Python开发工程师
关键字：
python软件工程师开发工程师软件开发工程师
微信分享"
,
python开发,"1.完成需求开发工作

2.维护服务的稳定运行,在出现异常的时候能够及时发现以及处理

3.自主分析发现代码、架构上存在的问题并优化

4.协助分析接入中遇到的问题并解决

可提供实习生岗位，早九晚六 五险一金

职能类别：
Python开发工程师
关键字：
python爬虫软件开发软件工程师开发工程师实习生助理
微信分享"
,
python开发,"1.主导业务平台节点和控制中心的设计、开发与优化工作；
2.完成产品的集群化部署方案；
3.参与Python开发团队，同时与各部门团队成员协同工作，共同完成迭代开发任务，确保产品的顺利上线；
4. 对现有系统的不足进行分析，找到系统瓶颈，持续改进系统架构，提高系统性能。

任职要求
1. 计算机相关专业，本科以及以上学历 ，2年以上工作经验，对技术研发有极大的热情；
2. 熟悉Linux及计算机网络，熟悉Python或Java等至少一种后端开发语言，有后端产品研发经验，2-3年以上Python开发经验者优先；
3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；
4. 熟悉Django、Django REST Framework等框架, 且对一个以上框架有深入理解，能对框架进行优化者优先
5. 有较强的逻辑思维能力，对技术有强烈的兴趣，具有良好的学习能力；
6. 有良好的沟通能力和代码编写规范习惯；
7. 具有良好的团队合作能力；
8. 具备良好的编码习惯及开发文档书写习惯；
9. 具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。
加分项：
有Spark，Hadoop相关开发经验的优先考虑。

职能类别：
Python开发工程师
微信分享"
,
python开发,"工作职责：
1、负责公司基础服务和业务系统开发；
2、负责Web、手机APP服务端系统的接口开发、优化与维护；
3、构建可重复使用的框架代码以及公共库；
4、根据工作需要，设计并完成各种辅助工具的开发。
岗位要求：
1、专科及以上学历学历，3年以上Linux服务器开发经验；
2、扎实的数据结构、算法等基础知识；
3、精通Python，熟悉Flask框架和多线程；
4、熟悉Linux系统和shell脚本编程、TCP/IP协议，掌握常用Linux命令；
5、熟练多种Web开发框架及部署方式；
6、熟悉MySQL、Redis等数据库；
7、善于解决问题，拥有较强的自学能力，具备创新思维能力。
宝华地铁站附近办公。

职能类别：
爬虫开发工程师
关键字：
python爬虫软件开发软件工程师django开发开发工程师工程师
微信分享"
,
python开发,"岗位职责：
1 协同项目组进行医疗器械软件设计和开发工作；
2 参与项目软件需求分析和软件概要设计；
3 进行软件详细设计和编码实现，确保软件模块开发进度；
4 调试和维护所开发的软件模块，并撰写相关的技术文档；
5 协助用户进行软件使用评估，升级改进；
6 对研制过程的真实性、符合性负责
7完成上级领导交办的其他任务。
任职要求：
1 本科或以上学历，软件、电子或计算机相关专业，能熟练使用Python。
2 熟悉医疗器械软件相关法规要求，有经历过《医疗器械生产质量管理规范附录独立软件》注册获证经验，起码1个以上项目经验
3 有项目管理经验、质量管理体系经验、医疗器械研发经验者优先。
4 性格开朗，具有较强的责任感和团队合作精神。
职能类别：
Python开发工程师
关键字：
python医疗器械cra爬虫软件临床软件开发
微信分享"
,
python开发,"岗位职责：
1、负责公司网络及数据中心机房自动化运维系统的开发、搭建及维护； 
2、负责公司订单系统的构建及运维；  
3、管理开发小组按时按量按质完成公司开发指标；  
4、领导安排的其他相关工作。

任职资格：
1、大专以上学历，软件工程等计算机相关专业；
2、精通Python，熟悉JAVA及django,tornado,flask框架中的至少一种；
3、熟悉MVVM模式，至少掌握reactjs或angularjs、vuejs其中一种前端框架；
5、熟悉linux平台环境的开发，掌握linux常用命令；
6、熟悉分布式编程，异步多线程，多进程；
7、了解不同浏览器之间的兼容性，精通算法和数据结构；
8、学习能力和逻辑思维能力强，热爱编程，熟悉mysql、redis等数据库使用，能独立完成产品功能的设计、开发、上线部署。

福利待遇：
1、工作时间：5*7.5小时工作制，周末双休（运维岗位除外）
2、薪资待遇：有竞争力薪资水平，基本工资+补贴+年度调薪+季度奖金+年终奖+奋斗之星奖+优秀员工奖等等
3、基本保障：入职即购买六险一金，包含养老保险、医疗保险、工伤保险、失业保险、生育保险、补充性商业医疗保险和住房公积金
4、员工福利：节日礼品卡+年度体检+生日礼物+工会福利+带薪年假+团建活动经费+春节红包+员工停车+健身活动等等
5、员工活动：部门团建聚餐、员工旅游、季度生日会、机房慰问、节日晚会、体育运动等
6、员工发展：严格的试用期管理制度、传帮带辅导员培养、定期的岗位技能培训和职业化培训，完善的晋升通道，为员工发展保驾护航


职能类别：
Python开发工程师
关键字：
系统工程师PythonIT主管开发主管
微信分享"
,
python开发,"必备技能：
Python，MySQL


岗位职责：

1. 负责应用平台的开发和优化及数据处理程序；

2. 开发产品需要的脚本工具，承担并独立完成所分配的开发任务，并对交付代码的质量负责。

任职资格：

1. 计算机科学与技术、电子信息技术等相关专业，1年以上相关工作经验；

2. 精通Python，熟悉分布式计算和云计算相关技术理论，有架构和设计实践经验；

3. 具备数据库设计能力，精通掌握MySql/SqlServer/redis/PgSql之一及相关优化工具优先；

4. 熟悉Python Dataframe、Pandas、多线程、回调、动态模块加载等技术者优先;

5. 熟悉linux 优先；

6. 对所做过项目有深入理解，并能持续关注和优化所做项目者优先，对大数据量高并发有处理经验优先。

7. 良好的编程风格、逻辑思维能力强、有良好的沟通和理解能力

8. 工作认真负责，主动，团队意识强；有较好的学习能力

一经录用，待遇从优

1.公司内部晋升晋级机会；

2.内外部带薪培训机会；（国际亚马孙团队、云计算、PMP等）

3.六险一金；

4.带薪年假；

5.每年健康体检；

6.周末双休和法定节假日；

7.设有员工娱乐活动经费；

8.有机会加入公司期权奖励计划、年终分红；

9.超长春节假期
职能类别：
软件工程师
关键字：
PythonMySQL
微信分享"
,
python开发,"职责：
1、 设计软件整体结构，并负责开发服务端软件；
2、解决开发过程中的技术难点，优化产品性能；
3、依据需求，迭代产品功能；维护线上产品的可用性；
4、能够依据项目发展与需求，跟进产品架构演化与提升。

技能要求：
1.熟练掌握python编程语言，熟悉numpy,pandas等库；
2.熟悉linux常用命令；扎实的算法、数据结构基础；
3.熟悉计算机网络，熟悉HTTP,TCP/IP等协议原理；
4.熟悉mysql,mongo,redis等常用组件；
5.了解网络爬虫,有机器学习,深度学习相关经验优先；
职能类别：
高级软件工程师
微信分享"
,
python开发,"1、分析项目需求，转化为技术实现方案，并负责前后端代码开发；
2、负责产品开发、集成、部署、维护等工作；
3、负责产品代码以及相关文档的维护工作。

任职要求：
1、计算机或信息技术等相关专业，本科及以上学历，1年以上相关工作经验；
2、具备独立设计和需求梳理的能力，能够独立完成一个功能的设计、开发、运维工作；
3、掌握python web开发，熟悉Django、FastAPI、Celery等常用Python框架；
4、熟悉MySQL、Redis、ElasticSearch 等常用数据库及缓存，有一定的数据库优化能力；
5、了解远程通信，消息队列，海量数据，分布式缓存，Kubernetes，容器化等技术；
6、有知识图谱、智能客服等项目实践经验优先；
7、责任心强，积极主动，具有良好的沟通能力和团队合作能力。
职能类别：
Python开发工程师
关键字：
python软件开发RedisKubernetes
微信分享"
,
python开发,"职位信息
1、负责公司现有产品新功能的开发以及已有功能的优化。
2、参与需求技术分析,并完成相应模块的设计、编码以及相关文档的编写。
3、负责解决开发过程中的关键问题和技术难题。
4、负责系统持续优化，并编写单元测试,查出软件存在的缺陷并保证其质量。
5、协助完成系统运维。

任职要求
1、1年以上Python开发经验；
2、熟练掌握html5, JQuery, bootstrap, react开发。
3、熟悉使用Python标准库和流行第三方库，有flask或Django其中一种开发框架使用经验（Django优先）
4、熟悉Mysql数据库，能熟练使用SQL进行编程。
5、有良好的沟通能力和表达能力。
6、熟悉ERP开发优先
职能类别：
Python开发工程师
关键字：
python软件开发软件工程师开发开发工程师
微信分享"
,
python开发,"1、负责交通行业大数据分析和建模开发工作，理解业务需求，进行数据探查，数据分析，模型试算，和模型结果验证工作；
2、熟练掌握数据分析和建模语言工具，按照规范的要求，编写设计文档；
3、按照设计功能，实现模块的代码编写，单元测试，业务验证，系统上线，后期维护与升级；
4、负责开发过程中出现的技术攻关及系统运行中出现的技术问题。


职能类别：
Python开发工程师
微信分享"
,
python开发,"1. 本科以上学历，至少三年以上Python开发经验；
2. 熟悉Linux操作系统，TCPIP协议、HTTP协议;
3. 根据产品需求，能够独立开发相应的界面和功能模块；
4. 熟悉常用数据结构、算法，有良好编码风格；
5. 对多线程、socket通讯和性能优化有实际的项目经验，有成熟的相关产品优先；
6. 有良好的英语阅读技术文档以及沟通能力
7. 有良好的工作态度，团队合作精神；
8. 责任心强，有一定抗压能力，能积极乐观的面对并解决问题和困难；
9.有MacOS下Objective-C相关开发经验优先；
职能类别：
软件工程师
关键字：
python编程MacOSOC
微信分享"
,
python开发,"岗位职责：
1.参与自动化运维平台开发和建设；
2.参与自动化发布平台CI\CD开发和建设；
3.参与统一监控平台开发和建设；
4.参与运维工具开发和建设；
5.参与cmdb开发和建设。

任职要求：
1.精通Python开发，3年以上Python开发经验，熟悉基于Python代码的性能分析和优化；
2.精通Flask/Django或者其他Python Web开发框架，熟悉MVC架构，熟悉常用设计模式；
3.熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理；
4.熟悉 celery 等队列工具的开发使用；
5.有运维自动化、监控系统、应用发布系统、CMDB配置管理系统等运维开发或者维护经验优先；
6.熟悉开源监控软件Nagios/Zabbix/Cacti/Prometheus一种或以上的部署和应用经验优先；
7.熟悉 Web 前端技能，有vue使用经验者优先；
8. 熟悉多种开源组件有的kafka、redis 、RabbitMq 使用经验优先；
9. 熟悉Linux系统，具备编写shell脚本能力；
10. 熟悉网络基础、TCP/IP、HTTP等协议，熟悉操作系统原理。
职能类别：
Python开发工程师
关键字：
python运维自动化应用发布系统CI/CD
微信分享"
,
python开发,"岗位职责：
负责监测数据整理、建模分析、特征识别、故障诊断技术研发，现场在线监测与故障诊断系统搭建。
任职要求：
1.本科及以上学历，计算机、机械、仪器等相关专业；
2.熟悉Python，Matlab 等基本工具，对ML的基本模型有一定了解；
3.有故障智能诊断相关研究或工作经验的优先；
4.英语可以读写译优秀，听说良好；
5.具有团队协作精神与良好的沟通能力。
薪酬福利：
1、人性化工作时间： 8小时白班、法定假期按国家规定执行；
2、完善的员工薪酬：行业竞争力薪资水平、13薪、项目奖金、绩效奖金、年终奖，每年 2 次加薪机会；
3、齐全的福利保障：提供医疗、养老、工伤、失业、意外保险；住房公积金；年度健康体检；重大疾病资助；
4、丰厚的年终奖金：根据个人绩效及公司经营业绩来确定；
5、全方位休假方案：提供带薪年休假、春节假、婚假、产假、陪护假等假期；
6、完善的培训计划：新员工入职培训、在岗培训、传统文化学习、出国培训等。
7、丰富的业余文化生活：公司建立文体活动时间（如：羽毛球、乒乓球、篮球等）。
8、完善的员工关怀计划：公司成立爱心基金，员工结婚、生子贺金、节日礼金、各种慰问金。
职能类别：
Python开发工程师
关键字：
软件计算机工程师软件开发python开发工程师开发
微信分享"
,
python开发,"岗位要求：
1.全日制本科及以上，计算机相关专业毕业；
2.精通Python语言，3年以上Python开发经验；
2.熟练爬取数据及识别码的验证;
3.精通BI的开发，熟悉supperset优先。
职能类别：
软件工程师
关键字：
python爬虫BIsupperset
微信分享"
,
python开发,"1.负责物联网相关产品的代码移植,测试和支持
2.负责和内部开发人员沟通，解答客户提出的产品相关问题，解决项目中遇到的问题，跟进项目进展并向项目经理汇报。

职位要求：
1. 专科以上学历,毕业于电子/计算机/通信等相关专业
2.熟悉Python优先,有嵌入式相关背景的优先
3. 有物联网相关工作经验的优先
4. 良好的沟通能力，团队合作精神, 积极主动，富有责任心
职能类别：
大数据开发工程师Python开发工程师
关键字：
python大数据开发游戏后台爬虫软件开发软件工程师django开发开发工程师工程师
微信分享"
,
python开发,"主要工作内容：
1.负责游戏运营后台、游戏SDK接口开发
2.参与产品的需求调研和需求分析 
3.业务系统的性能优化
技能要求：
1.熟悉 Git/nginx/Linux 等工具和环境
2.熟悉 Flask/Django/Tornado 等框架中的一个或多个
3.熟悉  mysql/mongodb/postgresql 等数据库的一个或多个
4.熟悉 Redis 缓存的使用
加分项
1. 熟悉 Web前端开发
2. 参与过高并发 大数据 业务系统的开发或维护
3. 从事过游戏/广告业行的开发
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发,"岗位职责：
1、负责公司手机测试类产品研发的设计、开发与维护
2、参与核心技术难题攻关预研
3、编写易于维护和高质量的代码
4、python开发为主
  岗位要求：
1. 本科及以上学历，计算机网络，通信工程相关专业毕业，3年以上产品开发经验。
2. 具有良好的编码习惯，熟悉python语言。
3. 熟练使用linux, 熟悉常见数据库Mysql/MongoDB/Redis/ES等操作。
4. 熟悉手机测试、ATX、测试工具研发的优先
5. 熟悉安卓、iOS原生开发优先
6. 良好的数据结构算法和逻辑思维能力
7. 善于学习思考，有较强的钻研精神，有良好的合作精神和沟通能力

职能类别：
Python开发工程师
关键字：
python
微信分享"
,
python开发," 1、根据产品架构分配的专项任务，进行后端代码开发，并编写相关开发文档；
 2、负责产品bug的修复，并对测试人员提出的问题进行支持；
 3、参与系统需求分析与设计的讨论，制定接口规范。
岗位要求：
 1、本科及以上学历，计算机或通信相关专业，良好的英语阅读能力；
 2、有3年及以上python开发经验，扎实的python基础，具有良好的编码风格，了解python多线程、多进程，了解python的高级特性，掌握常用的python开发框架，熟悉ansible；
 3、具有Linux下开发经验，熟悉常用系统命令，有shell等脚本开发经验，熟悉MySQL等主流数据库经验的优先，熟悉使用SVN/Git等代码管理工具；
 4、熟悉openstack neutron、openvswitch、vxlan等开源技术的优先，熟悉NAT、VPN、MPLS VPRN、MPLS VPLS网络知识的优先；
 5、责任心强，有良好的团队合作能力，善于沟通，对新技术敏感，乐于尝试，勇于挑战。
职能类别：
Python开发工程师
关键字：
python软件开发软件工程师
微信分享"
,
python开发,"工作职责: 1、负责大数据平台架构和性能优化； 2、负责数仓建设，负责环境规划、平台构建、技术架构、数据开发等相关模块； 3、负责编制大数据开发规范等； 4、对接各种ERP、SAP财务系统。
 任职资格: 1、本科以上学历，3年以上大数据相关工作经验，具有数据模型和设计架构经验；
 2、熟练使用Linux，shell脚本，熟悉大数据平台的搭建部署、调优、故障诊断、运行维护，必须有Python语言开发经验；
3、熟悉MongoDB,Mysql,SqlServer等；
 4、具有ERP、SAP开发经营者优先；
 5、熟练掌握django，docker，gitlab，nginx，pandas ，redis ，vue，Nodejs等开发技术。
 6、具备较好的逻辑思维能力，较强的抽象概括总结能力、较强的抗压能力，具备团队协作能力，良好地文档编写能力； 加分背景： 1、具有实时数仓建设经验，熟悉流处理开发框架、实时平台监控优化、实时集市数据模型设计经验者优先； 2、具有金融、区块链相关背景者优先； 3、具有人工智能开发经验者优先。
职能类别：
Python开发工程师
关键字：
PythonLinux后端数据开发
微信分享"
,
python开发,"招聘岗位：python开发 1人  ，1-3年经验
1.熟悉Python或者Ruby语言，掌握多进程，多线程编程方法；
2.有前端开发经验者优先；
3.有pyqt5和wxpython开发经验者优先；
4.有网络通信基础和路由器业务基础者优先；
5.具有良好的编程规范和文档书写习惯，良好的沟通和表达能力。
办公地点：南京市雨花台区软件大道50号中兴通讯（地铁花神庙附近）

职能类别：
Python开发工程师
微信分享"
,
python开发,"外包到南方电网，接受外包 
外包到南方电网，接受外包
Python开发：
岗位职责：
1、根据需求分析文档，进行系统功能模块开发；
2、配置自动发现、自动采集功能等模块开发；
岗位要求：
1、本科毕业，计算机相关专业、3年及以上运维开发工作经验；
2、具备python前后端开发经验。
3、熟练掌握Django等主流框架；有相关经验做过agent采集，能够直接快速上手。
4、熟练掌握shell脚本。
5、有电力行业IT运维或者安全项目开发经验优先
职能类别：
Python开发工程师
微信分享"
,
python开发,"1.负责/参与机器学习/流程自动化及相关应用系统等方面的设计和研发工作；
2.设计及实现高性能高可用的在线服务；
3.参与大规模文本数据库处理，特定领域数据提取，分类分析；
4.参与现有系统的优化改造；

任职资格：
1.本科以上学历，1年以上相关工作经验；
2.掌握Python、Java开发语言，能熟练开发应用程序；
3.熟悉Linux、MySQL开发环境；
4.有RPA技术或自然语言处理方向研发经验者优先；

周一至周五上班（上午9:00-12:00 下午13：15-17：45）；
按国家规定节假日放假，员工可享带薪婚假、产假、陪产假、年假、病假等；
五险一金正常缴纳；
宿舍、食堂、健身房配备齐全；
薪资待遇优，根据工作表现，有机会享13-17薪。
职能类别：
Python开发工程师
微信分享"
,
python开发,"统招本科及以上学历；具有计算机、电子信息、数学等相关专业背景。人在武汉，或同意出差，支持电话面试。
任职要求：
1. 熟练掌握Django、Flask主流 Python框架；
2. 熟悉MySQL、MongoDB、Redis等常用数据库；
3. 熟悉RabbitMQ、Kafka等队列服务；
4. 熟悉Linux系统，能做常规的服务器运维工作，能够独立编写bash脚本；
加分项：
1. 了解并发网络编程、爬虫程序、正则表达式等；
2. 了解Numpy、Pandas、Jieba等工具，有ETL经验者更佳；
职能类别：
Python开发工程师
关键字：
pythondjango软件开发
微信分享"
,
python开发,"1、 至少掌握1种编程语言（JAVA、C++或Python等），具备独立特性的开发能力，至少3年项目开发经验；
2、 至少掌握1款数据库（Oracle / Mysql / SQL Server /PG SQL等）基本开发，熟悉表结构设计、增删改查、存储过程及SQL优化等基本操作；
3、 逻辑思维和沟通表达良好，具备独立分析和解决问题的能力
4、有制造相关项目开发经验或懂制造业务或语言的，可优先考虑；
5、有大数据开发、大数据分析、算法开发或AI开发相关经验的，可优先考虑；
6、有3年+的B/S架构（Web类）前后端开发经验，熟悉常见中间件（Redis/MQ等），或有微服务架构或云化架构开发经验的，可优先考虑
职能类别：
Python开发工程师
关键字：
python
微信分享"
,
